Case,Activity,Timestamp,Resource,label,original_activity,isdistorted,BaseActivity,ProcessedActivity,canonical_activity,is_distorted,y_true,Activity_fixed
694,Make decision,2023-11-09 05:18:19.371,Manager-000002,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
694,notify reject,2023-11-09 05:30:05.509,Manager-000004,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
694,time out,2023-11-09 05:32:17.423,,,time out,0,time out,time out,time out,0,0,time out
694,EVENT 13 END,2023-11-09 05:32:27.423,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
699,Check for completeness,2023-11-09 07:17:59.427,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
699,New online application received,2023-11-09 07:17:59.427,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
699,Request info,2023-11-09 07:18:11.587,Manager-000003,,Request info,0,Request info,request info,Request info,0,0,Request info
699,info received,2023-11-09 07:27:13.271,,,info received,0,info received,info received,info received,0,0,info received
699,Check for completeness,2023-11-09 07:27:23.271,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
699,Perform checks,2023-11-09 07:34:18.512,Clerk-000003,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
699,notify reject,2023-11-09 07:37:58.573,Manager-000004,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
699,time out,2023-11-09 07:53:42.379,,,time out,0,time out,time out,time out,0,0,time out
699,EVENT 13 END,2023-11-09 07:53:52.379,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
7,Check for completeness,2023-09-29 13:24:12.521,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
7,Perform checks,2023-09-29 13:24:18.373,Clerk-000005,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
7,Make decision,2023-09-29 13:29:26.239,Manager-000005,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
7,Notify accept,2023-09-29 13:39:56.417,Manager-000006,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
7,Deliver card,2023-09-29 13:43:55.173,Manager-000001,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
7,EVENT 13 END,2023-09-29 13:58:02.645,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
700,Check for completeness,2023-11-09 10:05:24.168,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
700,New online application received,2023-11-09 10:05:24.168,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
700,Perform checks,2023-11-09 10:11:31.392,Clerk-000002,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
700,Make decision,2023-11-09 10:18:59.973,Manager-000006,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
700,notify reject,2023-11-09 10:19:31.621,Manager-000005,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
700,review request received,2023-11-09 10:33:15.802,,,review request received,0,review request received,review request received,review request received,0,0,review request received
700,info received,2023-11-09 10:44:40.743,,,info received,0,info received,info received,info received,0,0,info received
700,Check for completeness,2023-11-09 10:44:50.743,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
700,Request info,2023-11-09 11:15:07.288,Manager-000003,,Request info,0,Request info,request info,Request info,0,0,Request info
700,info received,2023-11-09 11:23:46.413,,,info received,0,info received,info received,info received,0,0,info received
700,Check for completeness,2023-11-09 11:23:56.413,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
700,Request info,2023-11-09 11:31:18.154,Manager-000004,,Request info,0,Request info,request info,Request info,0,0,Request info
700,info received,2023-11-09 12:14:40.871,,,info received,0,info received,info received,info received,0,0,info received
700,Perform checks,2023-11-09 12:34:07.708,Clerk-000005,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
700,Make decision,2023-11-09 12:34:35.327,Manager-000002,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
700,Notify accept,2023-11-09 12:36:10.792,Manager-000004,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
700,Deliver card,2023-11-09 12:37:23.664,Manager-000003,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
700,EVENT 13 END,2023-11-09 13:02:17.374,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
701,Check for completeness,2023-11-09 11:24:07.757,Clerk-000003,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
701,New online application received,2023-11-09 11:24:07.757,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
701,Perform checks,2023-11-09 11:24:17.882,Clerk-000001,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
701,Make decision,2023-11-09 11:30:59.736,Manager-000002,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
701,notify reject,2023-11-09 11:46:51.156,Manager-000006,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
701,review request received,2023-11-09 11:56:13.641,,,review request received,0,review request received,review request received,review request received,0,0,review request received
701,Check for completeness,2023-11-09 11:56:23.641,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
701,Request info,2023-11-09 12:13:19.244,Manager-000005,,Request info,0,Request info,request info,Request info,0,0,Request info
701,info received,2023-11-09 12:24:06.443,,,info received,0,info received,info received,info received,0,0,info received
701,Request info,2023-11-09 12:24:37.159,Manager-000001,,Request info,0,Request info,request info,Request info,0,0,Request info
701,info received,2023-11-09 12:37:03.145,,,info received,0,info received,info received,info received,0,0,info received
701,Check for completeness,2023-11-09 12:37:13.145,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
701,Perform checks,2023-11-09 12:55:43.334,Clerk-000006,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
701,Make decision,2023-11-09 13:09:34.408,Manager-000004,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
701,notify reject,2023-11-09 13:10:47.680,Manager-000002,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
701,review request received,2023-11-09 13:11:40.880,,,review request received,0,review request received,review request received,review request received,0,0,review request received
701,Check for completeness,2023-11-09 13:11:50.880,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
701,Perform checks,2023-11-09 13:20:43.859,Clerk-000005,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
701,Make decision,2023-11-09 13:25:18.865,Manager-000001,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
701,Notify accept,2023-11-09 13:31:04.447,Manager-000003,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
701,Deliver card,2023-11-09 13:34:27.553,Manager-000005,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
701,EVENT 13 END,2023-11-09 13:37:22.211,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
706,Check for completeness,2023-11-09 17:01:47.600,Clerk-000003,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
706,New online application received,2023-11-09 17:01:47.600,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
706,Request info,2023-11-09 17:24:40.842,Manager-000002,,Request info,0,Request info,request info,Request info,0,0,Request info
706,info received,2023-11-09 17:37:25.992,,,info received,0,info received,info received,info received,0,0,info received
706,Check for completeness,2023-11-09 17:37:35.992,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
706,Request info,2023-11-09 17:50:40.242,Manager-000001,,Request info,0,Request info,request info,Request info,0,0,Request info
706,info received,2023-11-09 17:51:12.488,,,info received,0,info received,info received,info received,0,0,info received
706,Check for completeness,2023-11-09 17:51:22.488,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
706,Perform checks,2023-11-09 18:03:07.216,Clerk-000006,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
706,Make decision,2023-11-09 18:31:22.318,Manager-000003,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
706,Notify accept,2023-11-09 18:38:04.085,Manager-000005,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
706,Deliver card,2023-11-09 18:53:18.997,Manager-000006,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
706,EVENT 13 END,2023-11-09 19:10:51.488,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
711,Check for completeness,2023-11-09 21:30:04.485,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
711,New online application received,2023-11-09 21:30:04.485,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
711,Perform checks,2023-11-09 21:59:49.311,Clerk-000002,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
711,Make decision,2023-11-09 22:02:03.214,Manager-000005,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
711,notify reject,2023-11-09 22:06:01.460,Manager-000004,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
711,time out,2023-11-09 22:22:10.799,,,time out,0,time out,time out,time out,0,0,time out
711,EVENT 13 END,2023-11-09 22:22:20.799,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
718,Check for completeness,2023-11-10 06:27:41.393,Clerk-000006,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
718,New online application received,2023-11-10 06:27:41.393,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
718,Request info,2023-11-10 06:51:58.491,Manager-000003,,Request info,0,Request info,request info,Request info,0,0,Request info
718,info received,2023-11-10 07:09:00.886,,,info received,0,info received,info received,info received,0,0,info received
